Order ID,Product,Quantity,Price Each,Order Date,Branch
24857,Hoodie,4,$35.32,2024-12-2,Nha Be
24857,Sneakers,4,$38.64,2024-12-2,Thu Duc
24857,Jeans,2,$45.15,2024-12-2,District 7
19821,Coat,1,$31.65,2024-12-16,Phu Nhuan
19821,Sneakers,2,$43.91,2024-12-16,District 5
19896,Sweater,1,$22.23,2024-12-21,Phu Nhuan
17556,Coat,2,$45.54,2024-12-1,District 4
29048,Hoodie,4,$33.24,2024-12-24,Tan Binh
29048,Hoodie,3,$33.43,2024-12-24,District 7
15097,Jeans,3,$41.23,2024-12-20,Phu Nhuan
13918,Coat,2,$20.67,2024-12-15,Binh Tan
13918,T-Shirt,1,$27.41,2024-12-15,Tan Binh
24902,Skirt,1,$17.71,2024-12-25,District 5
24902,T-Shirt,2,$31.59,2024-12-25,Binh Thanh
17357,Jacket,4,$48.84,2024-12-8,Hoc Mon
24568,Skirt,3,$27.00,2024-12-5,District 1
26733,Skirt,1,$42.76,2024-12-28,District 2
14330,T-Shirt,3,$21.41,2024-12-1,District 1
14330,Shorts,3,$43.90,2024-12-1,Hoc Mon
14330,Blazer,1,$47.06,2024-12-1,District 10
24649,Sweater,4,$26.56,2024-12-10,District 4
24649,Coat,5,$23.01,2024-12-10,Thu Duc
24649,Sneakers,1,$31.67,2024-12-10,District 3
18331,Jeans,1,$21.22,2024-12-16,District 1
28333,T-Shirt,2,$17.27,2024-12-16,Binh Thanh
28333,Blazer,2,$35.68,2024-12-16,Cu Chi
28333,Blazer,3,$40.21,2024-12-16,Binh Tan
25884,Blazer,3,$19.38,2024-12-20,Go Vap
25884,Coat,2,$30.70,2024-12-20,District 1
25884,Coat,3,$20.24,2024-12-20,District 2
21275,Jeans,5,$44.40,2024-12-4,Tan Binh
21275,Jacket,5,$45.16,2024-12-4,District 4
29021,Jacket,4,$25.60,2024-12-16,Thu Duc
29021,Hoodie,2,$30.77,2024-12-16,District 5
29021,Sneakers,1,$26.13,2024-12-16,District 7
23730,Blazer,2,$24.65,2024-12-26,Hoc Mon
23730,Coat,3,$45.90,2024-12-26,District 1
23730,Hoodie,3,$26.69,2024-12-26,Binh Thanh
16008,Sneakers,1,$48.39,2024-12-25,Go Vap
16008,Sneakers,1,$26.32,2024-12-25,Hoc Mon
11544,Sneakers,1,$29.07,2024-12-5,Phu Nhuan
11544,Skirt,1,$27.23,2024-12-5,Tan Phu
11544,Sneakers,1,$33.36,2024-12-5,Cu Chi
19732,T-Shirt,2,$38.80,2024-12-20,Binh Thanh
19732,Sneakers,4,$27.35,2024-12-20,Thu Duc
13678,Sneakers,1,$41.95,2024-12-25,Thu Duc
29256,Coat,2,$20.10,2024-12-2,District 9
29256,Jeans,2,$46.18,2024-12-2,Phu Nhuan
26351,Skirt,2,$17.84,2024-12-3,District 1
28918,Sweater,2,$21.37,2024-12-1,Go Vap
28519,T-Shirt,3,$48.91,2024-12-14,District 6
29199,Skirt,3,$25.40,2024-12-19,District 8
29199,T-Shirt,2,$18.21,2024-12-19,District 4
29199,Sneakers,3,$31.17,2024-12-19,District 1
13212,Sweater,3,$33.93,2024-12-12,Thu Duc
13212,Hoodie,1,$46.45,2024-12-12,District 4
13212,Sweater,2,$27.81,2024-12-12,District 2
11786,T-Shirt,2,$30.99,2024-12-1,Binh Tan
11786,Shorts,4,$39.06,2024-12-1,District 9
11786,Shorts,3,$48.66,2024-12-1,District 10
24108,Coat,1,$21.41,2024-12-5,Tan Binh
24108,Coat,1,$32.96,2024-12-5,Phu Nhuan
24108,Blazer,1,$40.37,2024-12-5,District 7
18200,Coat,2,$43.26,2024-12-24,Phu Nhuan
26680,Coat,2,$46.71,2024-12-2,District 1
26680,Blazer,1,$47.89,2024-12-2,District 1
22929,Hoodie,1,$32.06,2024-12-5,Tan Phu
27890,Jeans,1,$29.11,2024-12-22,Binh Tan
15041,Sneakers,1,$39.01,2024-12-3,District 4
15041,Shorts,4,$49.66,2024-12-3,Nha Be
15041,Sneakers,2,$49.06,2024-12-3,District 9
17341,Skirt,2,$16.04,2024-12-8,Tan Phu
18290,Sneakers,2,$22.75,2024-12-15,District 5
16239,Jeans,5,$34.02,2024-12-17,Hoc Mon
16239,Sweater,1,$30.45,2024-12-17,District 5
16239,Coat,1,$19.74,2024-12-17,District 6
15834,Jeans,1,$31.05,2024-12-6,District 6
28496,Sneakers,1,$47.59,2024-12-26,Hoc Mon
28496,Shorts,1,$42.31,2024-12-26,Nha Be
28496,Shorts,1,$17.72,2024-12-26,Nha Be
29526,Jeans,4,$22.53,2024-12-20,Tan Phu
16861,Skirt,2,$19.91,2024-12-3,Binh Tan
16861,Hoodie,1,$30.11,2024-12-3,Phu Nhuan
26159,Coat,1,$46.18,2024-12-17,District 3
26159,Sneakers,1,$33.13,2024-12-17,District 4
27036,Coat,2,$28.19,2024-12-15,Tan Binh
12037,Skirt,1,$18.63,2024-12-28,Binh Tan
12037,Jeans,1,$20.44,2024-12-28,Nha Be
12037,Skirt,2,$33.00,2024-12-28,District 10
29625,Sweater,3,$33.47,2024-12-10,District 9
29625,Sweater,1,$31.87,2024-12-10,Phu Nhuan
18759,Sneakers,2,$37.63,2024-12-4,Binh Thanh
18759,T-Shirt,2,$17.80,2024-12-4,Go Vap
21416,Coat,3,$31.02,2024-12-20,Hoc Mon
21416,Jeans,1,$48.82,2024-12-20,District 7
21416,Sweater,2,$18.04,2024-12-20,Hoc Mon
18341,Sweater,3,$41.06,2024-12-22,District 8
28326,Coat,1,$37.70,2024-12-22,District 8
16879,Jeans,3,$19.88,2024-12-10,District 8
16879,Jacket,1,$19.63,2024-12-10,District 7
14903,Skirt,1,$28.27,2024-12-3,District 10
14903,Sneakers,2,$47.50,2024-12-3,District 2
24054,Sweater,1,$28.39,2024-12-3,District 6
15797,Jeans,3,$29.53,2024-12-10,Go Vap
15797,Blazer,1,$17.66,2024-12-10,Thu Duc
11119,Sweater,5,$20.58,2024-12-12,Go Vap
27802,Jeans,3,$41.85,2024-12-11,Nha Be
27802,Jacket,2,$24.60,2024-12-11,District 10
27802,T-Shirt,3,$36.28,2024-12-11,District 2
26605,Hoodie,5,$26.66,2024-12-11,District 10
26605,Hoodie,2,$39.16,2024-12-11,District 6
14655,Skirt,3,$21.58,2024-12-12,Tan Binh
12288,Jeans,2,$48.11,2024-12-7,Hoc Mon
12288,Blazer,5,$21.85,2024-12-7,Binh Thanh
26443,T-Shirt,1,$17.87,2024-12-11,District 3
26443,Coat,1,$43.51,2024-12-11,Binh Thanh
26443,Sneakers,2,$39.01,2024-12-11,Nha Be
27262,Hoodie,2,$46.43,2024-12-3,District 5
27262,Jacket,1,$36.79,2024-12-3,Tan Phu
27262,Blazer,2,$35.01,2024-12-3,District 7
22370,T-Shirt,2,$17.40,2024-12-23,District 10
22370,Skirt,2,$32.19,2024-12-23,District 2
22370,Sweater,5,$24.39,2024-12-23,Tan Binh
16158,Skirt,2,$18.96,2024-12-8,District 3
16158,Coat,2,$40.22,2024-12-8,District 1
29837,Blazer,2,$26.19,2024-12-22,Binh Tan
17222,Sneakers,3,$39.11,2024-12-17,District 10
17222,Shorts,3,$42.73,2024-12-17,Hoc Mon
28999,Jacket,1,$30.12,2024-12-2,Thu Duc
28999,Jeans,2,$49.87,2024-12-2,District 7
15078,Jeans,1,$41.45,2024-12-24,Tan Binh
18849,Hoodie,1,$48.85,2024-12-5,Binh Thanh
18849,Sweater,1,$30.95,2024-12-5,Hoc Mon
18849,T-Shirt,2,$20.21,2024-12-5,District 7
24478,Jeans,1,$39.43,2024-12-18,District 3
24478,Sweater,2,$35.41,2024-12-18,Hoc Mon
24478,Jacket,2,$23.36,2024-12-18,District 6
27236,T-Shirt,2,$19.76,2024-12-13,Hoc Mon
21926,Jacket,2,$17.71,2024-12-20,District 8
14757,Hoodie,4,$20.75,2024-12-21,District 7
25590,Hoodie,3,$47.61,2024-12-21,District 3
25590,T-Shirt,5,$47.65,2024-12-21,District 9
25590,T-Shirt,4,$35.37,2024-12-21,Binh Thanh
22910,Jeans,1,$49.04,2024-12-18,Tan Binh
11804,Sneakers,3,$27.25,2024-12-10,District 10
11804,Skirt,1,$39.06,2024-12-10,District 4
21838,Sweater,2,$27.28,2024-12-14,District 5
21838,Skirt,5,$48.12,2024-12-14,Tan Phu
26072,Skirt,1,$33.41,2024-12-1,District 9
26072,Shorts,4,$20.13,2024-12-1,District 5
26072,Jeans,5,$44.33,2024-12-1,District 4
15307,Jeans,1,$20.27,2024-12-10,Phu Nhuan
15307,Blazer,2,$43.42,2024-12-10,Tan Binh
18363,T-Shirt,2,$48.06,2024-12-16,Tan Binh
18363,Coat,1,$23.32,2024-12-16,District 6
13103,Sneakers,1,$29.01,2024-12-22,Cu Chi
13103,Sneakers,4,$33.93,2024-12-22,Binh Thanh
28422,Sneakers,1,$32.35,2024-12-3,District 6
22709,Jacket,1,$29.30,2024-12-24,Tan Phu
27939,Coat,1,$30.04,2024-12-20,Thu Duc
27939,Hoodie,2,$45.49,2024-12-20,Phu Nhuan
27939,Skirt,2,$19.88,2024-12-20,Tan Phu
17462,Blazer,5,$44.35,2024-12-21,Nha Be
17462,Coat,1,$43.79,2024-12-21,Phu Nhuan
23390,T-Shirt,1,$40.55,2024-12-28,Tan Phu
23390,Blazer,3,$45.65,2024-12-28,District 1
25621,Jacket,1,$23.03,2024-12-13,District 3
25621,Jeans,2,$28.00,2024-12-13,District 2
11142,Jeans,5,$45.73,2024-12-8,Cu Chi
15835,Skirt,2,$26.12,2024-12-5,Binh Thanh
27670,Hoodie,1,$25.85,2024-12-17,Thu Duc
27670,Jeans,5,$30.24,2024-12-17,Tan Phu
27670,Sneakers,2,$48.38,2024-12-17,District 5
15496,Blazer,2,$24.50,2024-12-18,District 6
14935,Blazer,1,$24.64,2024-12-5,District 4
26967,Sneakers,1,$23.84,2024-12-1,District 8
26967,Hoodie,1,$22.07,2024-12-1,District 10
26967,Jeans,1,$38.13,2024-12-1,Nha Be
13523,Coat,1,$23.56,2024-12-5,District 3
13523,Jacket,2,$33.60,2024-12-5,Binh Tan
21845,Blazer,1,$30.24,2024-12-3,District 2
27682,Sweater,3,$41.53,2024-12-22,District 7
27682,Skirt,1,$25.72,2024-12-22,Binh Thanh
15423,Sweater,2,$27.32,2024-12-14,District 9
11264,Jacket,4,$19.17,2024-12-19,Go Vap
11264,Blazer,1,$30.30,2024-12-19,District 7
28094,Shorts,3,$28.29,2024-12-10,Nha Be
21448,Blazer,3,$24.90,2024-12-8,Tan Binh
21448,T-Shirt,1,$22.29,2024-12-8,District 10
15144,Jacket,1,$26.77,2024-12-12,District 5
15144,Jeans,5,$20.69,2024-12-12,District 10
13894,T-Shirt,1,$28.83,2024-12-7,Go Vap
13894,Blazer,2,$16.78,2024-12-7,Tan Phu
16640,Sneakers,1,$28.30,2024-12-24,District 6
16640,Skirt,1,$16.69,2024-12-24,District 9
16640,Skirt,1,$44.77,2024-12-24,Go Vap
11622,Jeans,1,$47.84,2024-12-6,District 9
11622,Sweater,2,$22.52,2024-12-6,Cu Chi
26835,T-Shirt,1,$18.09,2024-12-1,District 4
13035,T-Shirt,4,$37.56,2024-12-24,Binh Tan
17311,Sneakers,2,$19.40,2024-12-12,District 1
17311,Sneakers,2,$31.45,2024-12-12,Go Vap
17311,Shorts,1,$35.12,2024-12-12,District 9
16490,Skirt,1,$41.89,2024-12-27,Binh Tan
16490,Blazer,1,$46.25,2024-12-27,Phu Nhuan
29284,Sneakers,3,$34.48,2024-12-3,District 8
29284,Coat,5,$42.59,2024-12-3,District 1
29284,Coat,1,$46.90,2024-12-3,District 1
28745,Hoodie,4,$35.90,2024-12-8,Phu Nhuan
28745,Jeans,1,$20.09,2024-12-8,Thu Duc
28745,Jacket,4,$28.64,2024-12-8,District 6
14486,Sweater,1,$25.19,2024-12-22,District 6
17875,Jeans,3,$19.94,2024-12-17,Tan Phu
13314,Sneakers,3,$36.77,2024-12-4,Hoc Mon
25119,Jeans,3,$29.90,2024-12-8,Cu Chi
13583,Skirt,4,$25.97,2024-12-24,Tan Phu
13583,Jacket,1,$33.38,2024-12-24,Phu Nhuan
13583,Shorts,4,$47.27,2024-12-24,Hoc Mon
17629,Sneakers,1,$24.42,2024-12-1,Nha Be
17629,Skirt,2,$37.78,2024-12-1,Cu Chi
17629,Shorts,1,$49.69,2024-12-1,Cu Chi
19792,Jeans,1,$28.38,2024-12-15,Thu Duc
19792,Skirt,1,$37.65,2024-12-15,Thu Duc
21135,Blazer,4,$32.19,2024-12-2,District 2
24518,Blazer,2,$25.39,2024-12-28,District 3
23610,Blazer,1,$48.27,2024-12-9,District 5
23610,Sneakers,2,$27.22,2024-12-9,District 7
23610,Shorts,1,$32.85,2024-12-9,Nha Be
26931,Skirt,5,$35.98,2024-12-18,District 1
26931,Sweater,1,$45.64,2024-12-18,Cu Chi
25986,Sneakers,3,$18.74,2024-12-16,Phu Nhuan
17734,Sweater,2,$18.31,2024-12-18,Go Vap
19450,Skirt,1,$18.46,2024-12-1,Nha Be
28101,Sneakers,1,$18.47,2024-12-26,Cu Chi
28101,T-Shirt,1,$22.33,2024-12-26,District 3
28101,Jeans,1,$46.17,2024-12-26,District 2
12727,T-Shirt,1,$37.05,2024-12-22,District 3
12727,Jacket,1,$20.65,2024-12-22,Binh Tan
26835,Sweater,1,$18.86,2024-12-5,Hoc Mon
19470,Jeans,1,$28.21,2024-12-21,District 4
19470,Jeans,2,$28.36,2024-12-21,District 3
19470,Jeans,1,$28.53,2024-12-21,District 9
13674,Sweater,2,$20.70,2024-12-15,Tan Binh
13674,Jeans,2,$38.52,2024-12-15,Binh Tan
14442,Sneakers,3,$44.36,2024-12-7,District 8
14442,Shorts,4,$22.96,2024-12-7,Cu Chi
14442,Jeans,4,$25.15,2024-12-7,Binh Tan
17995,Jeans,3,$35.70,2024-12-27,District 1
17995,Jacket,1,$32.86,2024-12-27,Tan Binh
18891,Hoodie,5,$24.23,2024-12-5,Tan Phu
22124,T-Shirt,4,$47.12,2024-12-22,District 5
22124,Shorts,5,$33.66,2024-12-22,District 5
22124,Skirt,1,$44.31,2024-12-22,Binh Tan
23612,Shorts,3,$27.52,2024-12-12,District 4
23244,Sneakers,2,$44.24,2024-12-24,Binh Thanh
23244,Shorts,2,$38.97,2024-12-24,Hoc Mon
14455,Sweater,3,$39.25,2024-12-27,District 7
14455,Jacket,1,$41.15,2024-12-27,District 2
27688,Coat,3,$44.67,2024-12-2,District 8
27688,Blazer,1,$46.06,2024-12-2,District 6
27688,Blazer,4,$47.21,2024-12-2,Binh Thanh
28327,Skirt,1,$36.40,2024-12-26,Nha Be
28327,Jeans,2,$36.65,2024-12-26,District 9
28327,Shorts,2,$29.66,2024-12-26,Go Vap
16188,Skirt,3,$28.65,2024-12-6,District 4
15453,Coat,1,$31.39,2024-12-1,Binh Tan
15453,Blazer,2,$37.44,2024-12-1,Tan Binh
15453,Jeans,1,$46.70,2024-12-1,Binh Tan
23713,Sweater,2,$43.74,2024-12-23,Tan Binh
15837,Blazer,4,$44.09,2024-12-16,District 7
18697,Sweater,1,$29.42,2024-12-8,District 3
23117,T-Shirt,1,$38.91,2024-12-10,Go Vap
23117,Jeans,1,$25.08,2024-12-10,District 9
25279,T-Shirt,1,$40.02,2024-12-5,Binh Thanh
25279,Jacket,1,$28.35,2024-12-5,District 2
25279,Skirt,1,$30.77,2024-12-5,Nha Be
22753,Hoodie,3,$22.40,2024-12-12,District 5
22753,Shorts,2,$20.06,2024-12-12,Binh Tan
22753,Blazer,2,$29.65,2024-12-12,Binh Thanh
29406,Jacket,5,$16.82,2024-12-26,Nha Be
29406,Skirt,3,$45.08,2024-12-26,Phu Nhuan
29406,Jacket,2,$30.58,2024-12-26,District 2
16374,Jacket,4,$49.61,2024-12-21,District 7
16374,Jeans,4,$36.13,2024-12-21,District 1
16374,Sweater,1,$29.26,2024-12-21,District 3
17567,Shorts,1,$31.27,2024-12-1,District 8
17567,Blazer,3,$49.01,2024-12-1,District 10
17567,Jeans,2,$19.45,2024-12-1,Phu Nhuan
29293,Skirt,1,$25.96,2024-12-17,District 9
14987,Sneakers,1,$16.27,2024-12-24,District 9
24232,T-Shirt,3,$32.40,2024-12-16,Binh Tan
26465,Shorts,1,$39.29,2024-12-6,Thu Duc
26465,Jacket,4,$40.33,2024-12-6,District 9
11979,Shorts,1,$40.59,2024-12-20,District 1
11979,Blazer,2,$34.22,2024-12-20,Binh Thanh
11979,Coat,3,$31.07,2024-12-20,Nha Be
14627,Skirt,1,$27.73,2024-12-1,Go Vap
16649,Hoodie,2,$34.14,2024-12-27,District 4
11301,T-Shirt,5,$30.95,2024-12-25,District 8
11301,Shorts,2,$18.24,2024-12-25,District 9
11301,Hoodie,2,$37.54,2024-12-25,District 8
27288,Skirt,1,$29.45,2024-12-24,District 8
29066,Jacket,2,$33.64,2024-12-16,Binh Tan
24063,Jeans,2,$33.06,2024-12-25,District 7
24063,Sweater,1,$25.73,2024-12-25,District 7
24063,Sneakers,2,$17.69,2024-12-25,District 7
13007,Sneakers,2,$25.68,2024-12-14,Hoc Mon
28888,Shorts,5,$30.74,2024-12-23,Go Vap
28888,Sweater,3,$35.56,2024-12-23,District 10
28888,Jeans,4,$31.01,2024-12-23,District 4
17566,Skirt,1,$23.71,2024-12-7,District 4
11542,Skirt,2,$24.80,2024-12-12,District 9
11542,Blazer,1,$34.08,2024-12-12,District 6
11542,Blazer,1,$38.08,2024-12-12,Phu Nhuan
14445,Jacket,2,$35.20,2024-12-22,Binh Tan
25992,Blazer,4,$36.03,2024-12-13,Nha Be
18396,Coat,4,$20.29,2024-12-14,District 4
18396,Skirt,1,$49.04,2024-12-14,District 4
18396,Sweater,2,$32.52,2024-12-14,Cu Chi
13319,T-Shirt,3,$35.11,2024-12-14,District 10
13319,Sneakers,4,$27.80,2024-12-14,Binh Tan
17768,Sweater,1,$29.19,2024-12-26,Cu Chi
17768,Jeans,4,$37.41,2024-12-26,District 1
17768,T-Shirt,1,$34.08,2024-12-26,District 8
19343,Jacket,1,$42.33,2024-12-11,District 8
19343,Coat,1,$19.52,2024-12-11,Tan Phu
24159,Coat,3,$46.48,2024-12-6,District 2
25755,T-Shirt,5,$16.98,2024-12-28,Binh Thanh
25755,Jacket,3,$49.71,2024-12-28,Tan Binh
25755,Sweater,1,$26.39,2024-12-28,Nha Be
14066,Sweater,1,$48.42,2024-12-10,Nha Be
14066,Jeans,1,$35.91,2024-12-10,Tan Binh
14066,T-Shirt,1,$31.95,2024-12-10,District 10
11607,Blazer,3,$43.88,2024-12-4,District 7
11607,Hoodie,2,$25.52,2024-12-4,District 9
11607,T-Shirt,1,$33.01,2024-12-4,District 6
14017,T-Shirt,2,$42.11,2024-12-12,Binh Tan
18338,Shorts,4,$42.24,2024-12-6,Tan Phu
24502,T-Shirt,4,$23.92,2024-12-21,District 7
24502,Coat,2,$24.50,2024-12-21,Thu Duc
27305,Skirt,1,$43.06,2024-12-6,District 3
27305,Shorts,1,$41.26,2024-12-6,Tan Phu
27305,Sweater,4,$25.84,2024-12-6,Hoc Mon
19580,Coat,3,$44.20,2024-12-15,District 9
19580,Sneakers,2,$24.90,2024-12-15,District 6
24130,Blazer,2,$42.48,2024-12-15,Hoc Mon
24130,Sweater,3,$38.77,2024-12-15,Nha Be
27393,Sneakers,3,$24.79,2024-12-18,District 4
21807,Jeans,3,$49.26,2024-12-19,Tan Phu
28249,T-Shirt,2,$45.35,2024-12-11,Tan Binh
28249,Sweater,1,$26.36,2024-12-11,District 8
28249,Sweater,1,$16.96,2024-12-11,District 8
25395,Sneakers,2,$41.30,2024-12-22,District 10
25395,Blazer,1,$43.11,2024-12-22,District 6
25395,Hoodie,5,$23.28,2024-12-22,Tan Phu
13167,Jacket,4,$20.68,2024-12-26,Phu Nhuan
