Order ID,Product,Quantity,Price Each,Order Date,Branch
12673,Blazer,2,$22.28,2024-04-22,District 7
27029,T-Shirt,1,$27.58,2024-04-3,District 10
26968,Hoodie,1,$25.43,2024-04-3,Binh Tan
26968,Jeans,2,$39.99,2024-04-3,Binh Thanh
29664,Skirt,4,$41.96,2024-04-1,District 3
29664,Blazer,4,$45.76,2024-04-1,District 2
29664,Shorts,2,$22.35,2024-04-1,Binh Tan
15179,Jacket,4,$41.29,2024-04-14,Tan Phu
15179,Jeans,1,$47.57,2024-04-14,Binh Tan
15179,Jeans,1,$17.83,2024-04-14,District 5
16044,T-Shirt,1,$28.24,2024-04-9,Binh Thanh
12962,Shorts,3,$19.19,2024-04-17,District 3
12962,Sneakers,1,$36.67,2024-04-17,Go Vap
12962,Coat,4,$44.08,2024-04-17,Thu Duc
26656,Jacket,2,$24.41,2024-04-12,District 9
26656,Skirt,3,$30.08,2024-04-12,District 1
16033,Skirt,2,$45.14,2024-04-24,Phu Nhuan
16033,Sneakers,1,$30.29,2024-04-24,Thu Duc
23819,Skirt,1,$45.02,2024-04-9,District 5
19858,Skirt,1,$44.44,2024-04-5,Tan Phu
19858,Sweater,1,$25.85,2024-04-5,District 1
19858,Shorts,1,$30.55,2024-04-5,Hoc Mon
11896,Coat,1,$45.50,2024-04-16,Cu Chi
13727,Skirt,3,$48.10,2024-04-28,Tan Phu
16074,Jacket,1,$29.06,2024-04-2,Phu Nhuan
22924,Skirt,1,$30.99,2024-04-20,District 3
17217,Jeans,4,$36.85,2024-04-9,Hoc Mon
17217,Skirt,3,$39.40,2024-04-9,Tan Phu
21681,Sneakers,1,$35.11,2024-04-8,Thu Duc
26231,T-Shirt,1,$36.55,2024-04-7,Hoc Mon
18039,Jeans,1,$27.02,2024-04-15,Tan Binh
18039,Sneakers,1,$27.62,2024-04-15,District 8
18039,Jacket,1,$49.66,2024-04-15,Binh Thanh
19315,T-Shirt,5,$17.28,2024-04-16,Tan Phu
22408,T-Shirt,2,$42.97,2024-04-17,Binh Thanh
22651,Coat,4,$17.04,2024-04-21,District 1
17454,Coat,1,$33.31,2024-04-5,Binh Tan
17454,Sweater,2,$16.29,2024-04-5,Tan Phu
17454,Hoodie,2,$31.52,2024-04-5,District 6
13563,Hoodie,2,$42.42,2024-04-27,Cu Chi
13563,T-Shirt,2,$38.59,2024-04-27,District 10
13563,Shorts,3,$16.82,2024-04-27,Hoc Mon
26026,Coat,2,$35.36,2024-04-27,District 6
26026,Skirt,2,$27.21,2024-04-27,District 6
26026,Blazer,1,$31.33,2024-04-27,Thu Duc
11546,Blazer,4,$47.78,2024-04-14,District 3
11546,Jeans,2,$19.27,2024-04-14,Nha Be
11546,Jeans,4,$43.20,2024-04-14,Tan Binh
11865,Shorts,2,$23.22,2024-04-6,District 1
11865,Skirt,3,$20.95,2024-04-6,Thu Duc
11865,Coat,2,$31.87,2024-04-6,District 5
18792,Jeans,1,$32.31,2024-04-16,District 6
18792,Jeans,4,$39.69,2024-04-16,District 4
15942,Sweater,2,$31.71,2024-04-26,Cu Chi
15942,Shorts,2,$23.77,2024-04-26,Nha Be
23231,Hoodie,3,$34.83,2024-04-13,Hoc Mon
23231,Hoodie,1,$31.29,2024-04-13,District 3
17647,T-Shirt,1,$18.45,2024-04-12,District 9
17647,Sweater,1,$20.18,2024-04-12,Hoc Mon
12350,Skirt,4,$32.00,2024-04-8,District 8
12350,Sneakers,1,$28.01,2024-04-8,District 6
12350,Shorts,3,$18.66,2024-04-8,Nha Be
29166,Hoodie,3,$34.32,2024-04-21,District 6
29166,Shorts,4,$24.78,2024-04-21,District 3
29166,Jacket,5,$35.88,2024-04-21,District 9
26742,Jacket,2,$16.53,2024-04-28,District 6
29034,Sneakers,3,$32.04,2024-04-19,District 10
29034,Shorts,3,$33.72,2024-04-19,District 1
19895,Jacket,1,$17.16,2024-04-8,Cu Chi
19895,Sweater,3,$22.28,2024-04-8,District 3
14909,Skirt,4,$46.21,2024-04-12,District 2
14909,Jacket,1,$18.86,2024-04-12,Tan Phu
14909,T-Shirt,1,$23.69,2024-04-12,Tan Binh
26687,Hoodie,2,$41.27,2024-04-15,District 5
26937,Sneakers,3,$29.95,2024-04-25,District 7
26937,Coat,1,$31.74,2024-04-25,Nha Be
28635,Hoodie,2,$35.84,2024-04-9,District 6
28635,T-Shirt,5,$24.08,2024-04-9,Hoc Mon
13927,Jacket,1,$20.65,2024-04-18,District 8
29607,Coat,4,$42.82,2024-04-21,District 4
29607,Hoodie,1,$40.17,2024-04-21,District 4
14823,Sneakers,3,$32.11,2024-04-14,Tan Phu
14823,Jacket,4,$22.11,2024-04-14,Go Vap
19273,Jeans,1,$22.60,2024-04-9,District 5
16865,Skirt,3,$47.27,2024-04-7,District 8
16865,Shorts,4,$27.50,2024-04-7,District 3
16865,Sneakers,3,$46.94,2024-04-7,District 5
13053,Sweater,3,$31.99,2024-04-17,District 7
13053,Jacket,1,$24.61,2024-04-17,District 6
13053,Coat,2,$38.72,2024-04-17,District 4
18331,Sneakers,2,$47.23,2024-04-28,Binh Tan
18331,Shorts,1,$37.86,2024-04-28,District 4
18331,Coat,1,$36.99,2024-04-28,Go Vap
21357,Coat,2,$44.49,2024-04-16,District 2
24179,Sweater,2,$41.59,2024-04-22,Binh Tan
24179,Skirt,4,$18.79,2024-04-22,District 8
16549,Jeans,3,$21.57,2024-04-28,Nha Be
26418,Blazer,4,$24.12,2024-04-7,Cu Chi
26418,Sneakers,4,$16.51,2024-04-7,District 7
26418,Coat,1,$39.12,2024-04-7,District 5
25983,T-Shirt,1,$22.12,2024-04-8,District 1
25983,Blazer,1,$19.36,2024-04-8,Go Vap
13203,Hoodie,2,$37.85,2024-04-13,Binh Thanh
13203,Jeans,2,$33.28,2024-04-13,District 2
21280,Shorts,1,$47.88,2024-04-23,District 1
21280,Sneakers,4,$34.22,2024-04-23,Hoc Mon
16067,Skirt,2,$42.44,2024-04-3,Tan Phu
16067,Hoodie,1,$43.46,2024-04-3,Tan Binh
16067,Sweater,1,$39.89,2024-04-3,District 10
26983,Blazer,1,$33.48,2024-04-12,Binh Thanh
11192,Sweater,1,$18.26,2024-04-4,Cu Chi
11192,Sweater,3,$43.04,2024-04-4,District 8
14639,T-Shirt,1,$28.41,2024-04-28,District 10
16938,Blazer,1,$21.10,2024-04-10,District 10
16938,Jacket,1,$16.43,2024-04-10,Cu Chi
24691,Jacket,4,$22.22,2024-04-24,District 3
24691,Hoodie,1,$35.30,2024-04-24,District 3
25754,Blazer,1,$41.02,2024-04-27,District 9
26299,Sweater,1,$40.15,2024-04-24,Thu Duc
24367,Sweater,2,$44.97,2024-04-20,Phu Nhuan
29116,Skirt,4,$22.37,2024-04-24,District 4
16628,Sweater,2,$48.45,2024-04-5,District 2
16628,Shorts,1,$25.41,2024-04-5,District 4
17040,Sweater,2,$46.17,2024-04-18,Go Vap
17040,Jacket,2,$33.14,2024-04-18,District 10
17040,Sneakers,2,$37.47,2024-04-18,Binh Thanh
25661,Hoodie,3,$48.69,2024-04-24,Binh Thanh
25661,Jeans,2,$29.12,2024-04-24,Binh Thanh
12602,Skirt,2,$40.23,2024-04-25,District 10
15426,Jacket,2,$44.29,2024-04-4,Go Vap
16837,T-Shirt,2,$33.79,2024-04-4,District 8
25085,Jeans,1,$25.35,2024-04-28,District 6
25085,Jacket,2,$20.23,2024-04-28,District 4
17939,Hoodie,4,$27.32,2024-04-26,Hoc Mon
24133,Jeans,2,$46.61,2024-04-24,Hoc Mon
24133,Blazer,1,$28.05,2024-04-24,District 10
24133,Jeans,1,$44.40,2024-04-24,District 3
17150,Sneakers,5,$22.07,2024-04-7,Cu Chi
26602,Jacket,2,$16.60,2024-04-26,Binh Tan
18903,Coat,1,$28.04,2024-04-27,District 10
24457,Jacket,3,$33.23,2024-04-12,Binh Thanh
24457,Hoodie,5,$26.53,2024-04-12,Cu Chi
24457,Blazer,2,$16.58,2024-04-12,Nha Be
28753,Shorts,4,$22.59,2024-04-16,Hoc Mon
28753,Blazer,1,$36.19,2024-04-16,District 10
14808,Hoodie,1,$33.82,2024-04-16,Binh Thanh
14808,Blazer,5,$24.57,2024-04-16,District 1
16699,Shorts,1,$44.33,2024-04-24,District 7
16699,Shorts,1,$42.17,2024-04-24,Tan Phu
24325,Coat,4,$31.84,2024-04-10,Tan Phu
24325,Hoodie,4,$42.68,2024-04-10,Binh Tan
24325,Hoodie,1,$41.89,2024-04-10,Tan Binh
21139,Skirt,2,$47.89,2024-04-27,District 5
24873,Hoodie,1,$48.19,2024-04-6,District 7
19625,T-Shirt,2,$46.46,2024-04-6,Tan Phu
15647,Jeans,1,$31.66,2024-04-28,District 3
15647,Jeans,1,$40.03,2024-04-28,Phu Nhuan
15647,Sweater,3,$35.58,2024-04-28,Tan Binh
24676,Jacket,2,$35.10,2024-04-20,Tan Binh
24676,Blazer,4,$35.43,2024-04-20,District 2
14365,Coat,2,$36.97,2024-04-10,District 6
14365,Hoodie,1,$32.38,2024-04-10,Tan Phu
14365,Shorts,3,$41.61,2024-04-10,Nha Be
13406,Jacket,4,$18.06,2024-04-11,Nha Be
13406,Jacket,1,$40.36,2024-04-11,District 7
17598,Sneakers,2,$42.69,2024-04-19,Tan Binh
17598,Jacket,2,$35.29,2024-04-19,District 9
14847,Blazer,2,$47.05,2024-04-7,District 7
14847,Shorts,2,$36.42,2024-04-7,District 1
13370,Sweater,1,$22.62,2024-04-1,Phu Nhuan
13370,Skirt,1,$25.05,2024-04-1,District 10
17543,T-Shirt,3,$17.51,2024-04-27,District 7
17543,Sweater,3,$33.72,2024-04-27,Thu Duc
17543,Skirt,1,$33.57,2024-04-27,District 2
17134,T-Shirt,4,$33.15,2024-04-2,Phu Nhuan
27563,Blazer,1,$24.92,2024-04-17,Binh Tan
27563,Coat,1,$22.05,2024-04-17,District 4
27563,Skirt,2,$34.15,2024-04-17,District 7
25880,Hoodie,1,$45.68,2024-04-1,District 1
25880,Jeans,2,$25.58,2024-04-1,Nha Be
23705,Shorts,4,$28.33,2024-04-28,District 5
23705,Sneakers,4,$28.11,2024-04-28,District 1
22514,Coat,3,$49.71,2024-04-15,District 2
28235,Sweater,2,$37.55,2024-04-6,District 4
28235,Sneakers,2,$41.70,2024-04-6,Go Vap
22300,Sneakers,1,$34.10,2024-04-21,Go Vap
22300,Jeans,1,$36.04,2024-04-21,District 6
11969,Skirt,3,$31.21,2024-04-20,Binh Thanh
11346,Skirt,1,$48.59,2024-04-15,Tan Phu
29223,Hoodie,4,$43.48,2024-04-8,District 5
29223,Hoodie,2,$44.32,2024-04-8,District 2
29223,Sneakers,4,$46.92,2024-04-8,District 4
16945,Jacket,5,$40.06,2024-04-22,District 6
16945,Sweater,1,$45.10,2024-04-22,Binh Tan
16027,Hoodie,3,$24.39,2024-04-7,Cu Chi
16988,Coat,1,$44.59,2024-04-16,District 8
23127,Jacket,1,$32.04,2024-04-17,Tan Binh
24195,Jacket,4,$49.15,2024-04-15,Phu Nhuan
24195,Jacket,1,$43.81,2024-04-15,District 5
24195,Skirt,1,$48.63,2024-04-15,Thu Duc
11042,Blazer,5,$37.41,2024-04-26,Thu Duc
11042,Sweater,2,$34.09,2024-04-26,District 2
14967,Blazer,2,$20.97,2024-04-3,Tan Binh
14967,Jacket,5,$39.24,2024-04-3,Tan Binh
14967,Blazer,1,$39.54,2024-04-3,District 4
14778,Jacket,3,$25.82,2024-04-4,Binh Thanh
27416,Shorts,1,$23.03,2024-04-18,Thu Duc
27416,Blazer,1,$21.99,2024-04-18,District 9
29156,Skirt,1,$38.93,2024-04-24,District 4
19859,Blazer,2,$47.03,2024-04-7,District 5
19859,T-Shirt,4,$43.91,2024-04-7,District 4
21305,Hoodie,2,$22.55,2024-04-19,Hoc Mon
21305,Jeans,1,$21.26,2024-04-19,District 4
21305,Sweater,2,$41.37,2024-04-19,Tan Binh
14322,Sneakers,1,$16.72,2024-04-17,District 5
14322,Skirt,2,$27.18,2024-04-17,District 6
14322,T-Shirt,1,$19.19,2024-04-17,District 9
12406,Shorts,2,$49.17,2024-04-12,Tan Binh
21218,Skirt,1,$25.47,2024-04-27,Go Vap
21218,Sneakers,1,$27.91,2024-04-27,Go Vap
27834,Blazer,5,$34.47,2024-04-12,Binh Thanh
19776,Blazer,3,$24.12,2024-04-4,District 3
13792,Shorts,2,$39.51,2024-04-18,Go Vap
13792,Shorts,1,$33.21,2024-04-18,Tan Phu
27797,Jeans,1,$42.15,2024-04-17,District 9
13579,Sweater,2,$36.07,2024-04-4,Phu Nhuan
23444,Sweater,1,$46.61,2024-04-25,Hoc Mon
23444,Skirt,3,$22.51,2024-04-25,Binh Thanh
26361,Shorts,2,$43.89,2024-04-16,District 10
26361,Coat,2,$19.18,2024-04-16,Tan Binh
26361,Skirt,1,$42.84,2024-04-16,District 9
22102,T-Shirt,3,$34.60,2024-04-13,Thu Duc
26796,Shorts,2,$42.18,2024-04-27,Binh Tan
26796,Jacket,3,$32.90,2024-04-27,District 4
18588,Blazer,1,$46.56,2024-04-4,District 10
18588,Shorts,5,$42.10,2024-04-4,Cu Chi
29812,Sweater,2,$30.20,2024-04-21,District 3
29812,Skirt,5,$19.69,2024-04-21,Binh Thanh
13782,Shorts,1,$35.88,2024-04-15,District 1
28530,T-Shirt,3,$21.92,2024-04-14,District 3
28530,Jeans,3,$19.83,2024-04-14,District 10
16243,Coat,2,$40.77,2024-04-13,Hoc Mon
16243,Hoodie,5,$36.57,2024-04-13,District 10
14137,Coat,1,$29.57,2024-04-25,Tan Binh
14137,Shorts,2,$36.72,2024-04-25,District 5
14137,Coat,2,$26.20,2024-04-25,District 8
19086,Jeans,1,$43.14,2024-04-15,Go Vap
19086,Hoodie,3,$32.24,2024-04-15,District 7
15984,Sneakers,2,$49.60,2024-04-16,Binh Thanh
15984,Skirt,1,$38.68,2024-04-16,Go Vap
18533,Shorts,5,$46.29,2024-04-19,Tan Phu
19985,Hoodie,1,$31.43,2024-04-3,District 3
19985,Coat,3,$20.75,2024-04-3,District 3
22613,Jacket,2,$32.49,2024-04-12,Tan Binh
22613,Blazer,1,$34.61,2024-04-12,Binh Thanh
23766,Sweater,2,$44.61,2024-04-4,Binh Tan
26994,Jacket,1,$28.39,2024-04-8,Hoc Mon
21749,Jacket,1,$25.42,2024-04-2,Thu Duc
21749,Jeans,4,$30.87,2024-04-2,District 2
17297,T-Shirt,2,$49.44,2024-04-5,Thu Duc
17297,Sneakers,2,$42.17,2024-04-5,Cu Chi
17297,Skirt,1,$45.72,2024-04-5,District 9
23163,Jacket,1,$48.25,2024-04-17,Hoc Mon
23163,Sweater,5,$17.66,2024-04-17,Binh Thanh
23163,Coat,1,$20.76,2024-04-17,District 2
24649,Skirt,2,$43.47,2024-04-13,Phu Nhuan
24649,T-Shirt,1,$31.85,2024-04-13,Hoc Mon
24649,Sneakers,5,$25.07,2024-04-13,District 5
13183,Sweater,4,$18.80,2024-04-26,Nha Be
19922,Hoodie,2,$19.53,2024-04-25,Binh Tan
19922,Hoodie,2,$41.15,2024-04-25,Cu Chi
14609,Coat,1,$40.85,2024-04-28,District 7
15157,Jeans,2,$26.12,2024-04-19,Tan Phu
25895,Jeans,4,$34.24,2024-04-8,District 8
25895,Blazer,2,$31.52,2024-04-8,District 6
13268,Shorts,2,$37.76,2024-04-19,Phu Nhuan
13268,Shorts,3,$45.66,2024-04-19,Cu Chi
13268,Coat,1,$22.79,2024-04-19,District 4
18092,Coat,4,$44.56,2024-04-9,District 7
15250,Blazer,5,$43.26,2024-04-7,Tan Phu
15250,Blazer,3,$22.48,2024-04-7,Binh Tan
15250,Sneakers,1,$44.19,2024-04-7,Binh Tan
26395,Jacket,2,$24.98,2024-04-9,Binh Tan
26395,Blazer,1,$26.29,2024-04-9,District 3
23746,Sneakers,1,$31.78,2024-04-24,Cu Chi
22993,Sweater,2,$34.55,2024-04-28,Hoc Mon
13398,Jacket,1,$16.93,2024-04-27,District 4
13398,Coat,3,$45.44,2024-04-27,Go Vap
13398,Jacket,2,$39.56,2024-04-27,Cu Chi
21886,Sweater,1,$40.48,2024-04-18,Cu Chi
21886,Hoodie,4,$22.75,2024-04-18,District 8
29042,Sweater,4,$16.67,2024-04-27,District 3
26817,Jacket,1,$49.92,2024-04-6,District 5
26817,Blazer,1,$23.46,2024-04-6,Hoc Mon
26817,Coat,1,$23.22,2024-04-6,Hoc Mon
24737,Jacket,2,$47.83,2024-04-15,District 8
17383,Jacket,3,$26.81,2024-04-4,District 2
17383,Jeans,1,$46.02,2024-04-4,District 9
17383,T-Shirt,3,$18.57,2024-04-4,Hoc Mon
25416,T-Shirt,1,$23.90,2024-04-20,District 8
13466,Jacket,4,$29.49,2024-04-25,Nha Be
13988,Coat,2,$44.08,2024-04-9,Nha Be
15179,Shorts,1,$18.81,2024-04-1,District 1
13298,Shorts,1,$43.20,2024-04-13,District 10
16659,Hoodie,2,$33.84,2024-04-6,District 5
16659,T-Shirt,2,$36.83,2024-04-6,Hoc Mon
16659,Coat,2,$28.30,2024-04-6,District 5
14780,Sneakers,2,$39.38,2024-04-11,Nha Be
14780,Skirt,2,$17.64,2024-04-11,District 10
24150,Coat,1,$40.42,2024-04-17,Tan Binh
24150,Hoodie,1,$20.88,2024-04-17,District 4
18984,Hoodie,1,$36.11,2024-04-10,Binh Thanh
26242,Shorts,3,$44.83,2024-04-21,Tan Binh
26242,T-Shirt,2,$32.71,2024-04-21,Hoc Mon
12183,T-Shirt,2,$25.44,2024-04-15,Tan Phu
12183,Shorts,2,$34.49,2024-04-15,Cu Chi
29145,Jacket,3,$37.19,2024-04-24,District 6
29145,Blazer,2,$25.69,2024-04-24,District 3
13185,Blazer,1,$21.67,2024-04-2,District 2
21791,Blazer,4,$20.62,2024-04-26,Go Vap
21791,Jacket,1,$26.56,2024-04-26,District 1
21791,Jeans,1,$42.45,2024-04-26,District 3
27484,Skirt,5,$25.68,2024-04-28,District 6
27484,Shorts,3,$49.00,2024-04-28,Cu Chi
17425,Skirt,2,$43.44,2024-04-12,District 2
17425,Jeans,2,$36.36,2024-04-12,Binh Tan
17425,Coat,1,$43.94,2024-04-12,Tan Phu
19795,Sneakers,5,$41.36,2024-04-26,District 2
19795,Skirt,2,$48.03,2024-04-26,District 2
19795,Shorts,2,$46.59,2024-04-26,District 4
24486,Sweater,2,$49.47,2024-04-11,Hoc Mon
24486,Shorts,4,$21.28,2024-04-11,Nha Be
13305,Blazer,4,$38.58,2024-04-22,Tan Binh
13305,Sweater,2,$22.90,2024-04-22,District 10
25826,Jacket,1,$41.90,2024-04-18,District 4
26461,Skirt,1,$41.33,2024-04-21,District 9
26461,T-Shirt,1,$21.72,2024-04-21,Tan Phu
19853,Hoodie,2,$23.03,2024-04-15,District 9
19853,Blazer,3,$45.30,2024-04-15,Hoc Mon
27828,T-Shirt,3,$24.08,2024-04-28,Binh Thanh
27828,Blazer,5,$22.86,2024-04-28,District 5
23914,T-Shirt,1,$42.35,2024-04-25,Cu Chi
29127,Sneakers,1,$39.81,2024-04-17,Tan Phu
15053,Sweater,1,$46.98,2024-04-27,Hoc Mon
15053,Sneakers,1,$18.30,2024-04-27,District 6
26508,T-Shirt,1,$34.40,2024-04-10,Hoc Mon
26508,Blazer,1,$29.89,2024-04-10,Phu Nhuan
22627,Sweater,2,$39.22,2024-04-18,District 6
22627,Shorts,2,$47.17,2024-04-18,District 6
18739,T-Shirt,3,$41.66,2024-04-8,Thu Duc
19828,Sneakers,2,$23.09,2024-04-16,Binh Tan
19828,Jacket,2,$26.33,2024-04-16,Binh Thanh
19828,Skirt,4,$34.58,2024-04-16,Phu Nhuan
13249,Jeans,1,$28.21,2024-04-7,District 10
13249,Jeans,2,$29.70,2024-04-7,Tan Binh
19666,Sweater,1,$30.07,2024-04-7,District 6
23226,Jeans,1,$32.36,2024-04-8,Hoc Mon
23031,Blazer,2,$35.97,2024-04-3,District 8
23031,Skirt,1,$42.12,2024-04-3,District 4
18082,Jeans,3,$31.40,2024-04-18,District 1
18082,Jeans,3,$19.47,2024-04-18,District 6
18082,Sneakers,1,$21.73,2024-04-18,District 7
26267,Sweater,3,$17.10,2024-04-8,Go Vap
24947,T-Shirt,2,$21.05,2024-04-27,Binh Tan
24947,Hoodie,1,$33.64,2024-04-27,Thu Duc
24947,Sneakers,3,$39.09,2024-04-27,Nha Be
23269,T-Shirt,2,$31.89,2024-04-9,District 5
23269,T-Shirt,3,$32.80,2024-04-9,District 7
23269,Shorts,3,$37.37,2024-04-9,Binh Thanh
21678,Coat,1,$32.60,2024-04-15,Hoc Mon
21678,Blazer,4,$40.26,2024-04-15,District 9
24332,Coat,5,$49.11,2024-04-6,Tan Binh
18053,Jeans,2,$46.92,2024-04-8,District 1
15878,Blazer,1,$34.41,2024-04-21,Thu Duc
15878,Shorts,1,$49.71,2024-04-21,District 5
27660,Sneakers,3,$44.10,2024-04-25,District 9
27660,Sneakers,1,$41.49,2024-04-25,District 9
27660,Hoodie,2,$22.22,2024-04-25,District 8
17557,Skirt,4,$38.95,2024-04-24,Cu Chi
17557,Jacket,1,$19.73,2024-04-24,District 5
18651,Sneakers,1,$44.85,2024-04-3,District 6
18651,Sneakers,3,$35.13,2024-04-3,District 2
18651,Shorts,1,$18.01,2024-04-3,District 2
13817,Coat,5,$43.82,2024-04-3,Hoc Mon
27557,Hoodie,4,$24.02,2024-04-6,District 10
27557,Jacket,1,$37.91,2024-04-6,Binh Tan
14259,Jeans,1,$21.51,2024-04-25,Phu Nhuan
14259,Jacket,3,$35.28,2024-04-25,Thu Duc
14259,T-Shirt,5,$26.88,2024-04-25,Binh Thanh
26770,Skirt,1,$22.92,2024-04-1,Tan Phu
25284,Coat,1,$27.04,2024-04-9,Cu Chi
25284,Blazer,4,$21.71,2024-04-9,Binh Thanh
25284,Sneakers,4,$48.12,2024-04-9,Binh Tan
19891,Coat,1,$22.45,2024-04-5,Cu Chi
13969,Coat,4,$16.13,2024-04-16,Thu Duc
13969,Sneakers,5,$23.47,2024-04-16,District 3
14933,Shorts,1,$34.54,2024-04-12,Hoc Mon
23886,Skirt,2,$46.36,2024-04-5,Tan Phu
23886,T-Shirt,2,$18.62,2024-04-5,District 3
23886,Coat,3,$20.51,2024-04-5,Tan Phu
12802,Hoodie,3,$33.86,2024-04-26,Binh Tan
12802,Hoodie,4,$35.42,2024-04-26,Hoc Mon
12802,Shorts,2,$24.95,2024-04-26,Binh Thanh
17865,Skirt,1,$17.03,2024-04-14,District 10
29182,Jeans,1,$26.45,2024-04-4,District 4
29182,T-Shirt,1,$25.76,2024-04-4,District 4
25000,Jacket,2,$21.38,2024-04-9,Nha Be
25000,Jeans,1,$29.76,2024-04-9,District 8
25000,Coat,5,$42.41,2024-04-9,District 3
24431,Coat,1,$30.55,2024-04-16,District 2
19913,T-Shirt,1,$31.80,2024-04-13,District 7
18794,Jacket,5,$40.50,2024-04-18,Nha Be
18794,Sweater,1,$47.83,2024-04-18,Hoc Mon
18794,T-Shirt,4,$33.32,2024-04-18,Binh Thanh
19082,Skirt,4,$33.35,2024-04-13,Hoc Mon
19082,Sweater,5,$22.17,2024-04-13,District 6
19082,Jeans,2,$39.42,2024-04-13,Tan Phu
22808,Shorts,1,$40.81,2024-04-27,District 9
22808,Blazer,1,$49.03,2024-04-27,Binh Tan
22808,Coat,2,$33.88,2024-04-27,Phu Nhuan
13519,Jacket,5,$29.51,2024-04-17,District 5
13519,Skirt,2,$45.49,2024-04-17,District 8
22749,Sneakers,1,$23.02,2024-04-4,Hoc Mon
24117,Jacket,3,$17.53,2024-04-8,Phu Nhuan
11192,Hoodie,5,$43.97,2024-04-3,Cu Chi
11192,Blazer,1,$34.05,2024-04-3,District 7
11192,Blazer,2,$28.24,2024-04-3,Nha Be
27240,Blazer,3,$30.27,2024-04-21,Go Vap
23717,T-Shirt,4,$49.39,2024-04-23,District 9
23717,Jeans,3,$27.20,2024-04-23,Nha Be
23717,Hoodie,1,$28.94,2024-04-23,Nha Be
27327,Coat,3,$34.47,2024-04-10,Binh Thanh
25697,Coat,1,$26.04,2024-04-23,District 8
16982,Shorts,1,$25.40,2024-04-1,District 6
16982,Sneakers,1,$45.01,2024-04-1,District 10
16982,Jeans,2,$46.52,2024-04-1,Phu Nhuan
29376,Sweater,1,$22.11,2024-04-15,Hoc Mon
29376,Skirt,1,$18.10,2024-04-15,District 6
29376,T-Shirt,1,$45.92,2024-04-15,Cu Chi
24805,Jeans,1,$20.79,2024-04-2,District 8
27611,Hoodie,1,$31.65,2024-04-7,District 2
26278,Shorts,2,$30.95,2024-04-27,District 4
26278,Shorts,1,$46.38,2024-04-27,Tan Binh
16191,Blazer,1,$41.22,2024-04-20,Go Vap
25134,Hoodie,4,$30.34,2024-04-2,District 7
17062,Coat,2,$40.56,2024-04-23,District 3
17062,Coat,1,$31.16,2024-04-23,District 2
12813,Coat,2,$37.53,2024-04-28,District 10
24228,Sneakers,3,$42.05,2024-04-17,District 7
